indType,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,Area,Total_area,Bedrooms,Bathrooms,Garages,totalGarages,totalRooms,valSales,idtProperty
SL,Casas,São Carlos,1,CENTRO,São Paulo,RUA MAJOR JOSÉ INÁCIO,Comercial,300.0,440.0,3.0,3.0,0.0,0.0,4.0,1000000,15643
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,Avenida Miguel Damha,Padrão,213.0,450.0,3.0,3.0,2.0,2.0,4.0,1600000,15638
S,Casas,São Carlos,1,Centro,São Paulo,RUA GENERAL OSÓRIO,Padrão,160.12,240.79,2.0,2.0,0.0,0.0,2.0,394000,15625
S,Casas,São Carlos,1,Vila Morumbi,São Paulo,Rua Doutor Alderico Vieira Perdigão,Padrão,204.0,300.0,3.0,2.0,2.0,2.0,4.0,490000,15588
S,Casas,São Carlos,1,VILA BOA VISTA 1,São Paulo,RUA NATALINO MASTRO FRANCISCO,Padrão,105.0,125.0,2.0,2.0,0.0,0.0,3.0,245000,15563
S,Casas,São Carlos,1,VILA PRADO,São Paulo,AV. JOSÉ PEREIRA LOPES,Padrão,159.9,220.0,3.0,2.0,0.0,0.0,4.0,373000,15547
S,Casas,São Carlos,1,Jardim Lutfalla,São Paulo,RUA DOUTOR CARLOS DE CAMARGO SALLES,Padrão,168.0,300.0,3.0,2.0,0.0,0.0,4.0,680000,15540
S,Casas,São Carlos,1,Vila Faria,São Paulo,RUA JOSUÉ MARQUES MARTINS,Padrão,275.0,210.6,3.0,2.0,0.0,0.0,4.0,620000,15524
S,Casas,São Carlos,1,JARDIM SÃO CARLOS,São Paulo,RUA JESUÍNO DE ARRUDA,Padrão,350.0,750.0,2.0,2.0,0.0,0.0,2.0,420000,15464
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA RUA ESTADOS UNIDOS,Padrão,130.0,300.0,2.0,1.0,0.0,0.0,2.0,300000,15435
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Luiz Procópio Araújo Ferraz,Padrão,179.0,150.0,3.0,2.0,1.0,1.0,4.0,350000,15409
S,Casas,São Carlos,1,NOVA ESTÂNCIA,São Paulo,RUA PORTO RICO,Padrão,134.94,151.2,3.0,2.0,0.0,0.0,3.0,373000,15368
S,Casas,São Carlos,1,JARDIM SÃO CARLOS,São Paulo,RUA BENEDITO DA SILVA,Padrão,140.0,150.0,2.0,1.0,0.0,0.0,2.0,290000,15334
S,Casas,São Carlos,1,JARDIM CARDINALLI,São Paulo,RUA SÃO JOÃO BATISTA DE LA SALLE,Padrão,460.0,660.0,4.0,4.0,0.0,0.0,6.0,870000,15322
S,Casas,São Carlos,1,Jardim Centenário,São Paulo,RUA JOÃO RAMALHO,Padrão,188.0,270.0,3.0,5.0,2.0,2.0,4.0,600000,15302
S,Casas,São Carlos,1,Parque dos Flamboyant,São Paulo,Rua RUA VEREADOR ANTÔNIO DIAS GUILLEN FILHO,Padrão,100.0,160.0,3.0,4.0,3.0,3.0,5.0,290000,15229
S,Casas,São Carlos,1,JARDIM RICETTI,São Paulo,RUA PROFESSOR PAULO MONTE SERRAT,Padrão,337.96,544.58,4.0,3.0,2.0,2.0,5.0,700000,15227
S,Casas,São Carlos,1,CIDADE ARACY,São Paulo,RUA JOAQUIM GARCIA DE OLIVEIRA,Padrão,280.0,137.5,3.0,3.0,0.0,0.0,4.0,300000,15220
S,Casas,São Carlos,1,Conjunto Habitacional Santa Angelina,São Paulo,RUA MIGUEL DONÓFRIO,Padrão,60.0,135.0,2.0,1.0,0.0,0.0,2.0,140000,15192
SL,Casas,São Carlos,1,Jardim Macarengo,São Paulo,Rua Adolfo Catani,Padrão,500.0,810.0,4.0,6.0,2.0,2.0,7.0,1750000,15153
S,Casas,São Carlos,1,VILA NERY,São Paulo,RUA QUINZE DE NOVEMBRO,Padrão,161.0,165.0,3.0,3.0,0.0,0.0,4.0,480000,15150
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA EPISCOPAL,Padrão,225.22,412.88,3.0,4.0,0.0,0.0,4.0,630000,15103
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA DOUTOR JONAS NOVAES,Padrão,136.0,150.0,3.0,2.0,2.0,2.0,4.0,445000,15082
S,Casas,São Carlos,1,Vila Faria,São Paulo,Rua Abel Giongo,Padrão,150.0,128.0,2.0,2.0,2.0,2.0,3.0,498000,15069
S,Casas,São Carlos,1,VILA CARMEM,São Paulo,RUA RAFAEL ABREU SAMPAIO,Padrão,145.0,143.0,3.0,3.0,0.0,0.0,3.0,330000,15008
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA AFONSO BOTELHO DE ABREU SAMPAIO,Padrão,120.0,150.0,2.0,2.0,2.0,2.0,3.0,320000,14985
S,Casas,São Carlos,1,JARDIM TANGARÁ,São Paulo,RUA CARLOS MARRA,Padrão,74.52,125.0,3.0,1.0,0.0,0.0,3.0,220000,14969
S,Casas,São Carlos,1,JARDIM TANGARÁ,São Paulo,RUA CARLOS MARRA,Padrão,61.5,125.0,2.0,1.0,0.0,0.0,2.0,200000,14960
S,Casas,São Carlos,1,JARDIM EMBARÉ,São Paulo,RUA SYLLAS DA SILVA ROSA,Padrão,215.0,250.0,2.0,3.0,2.0,2.0,3.0,371000,14951
S,Casas,São Carlos,1,JARDIM PARAISO,São Paulo,RUA DONA MARIA JACINTA,Padrão,340.0,440.0,4.0,5.0,0.0,0.0,6.0,800000,14916
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,AV. PAPA PAULO VI,Padrão,108.0,150.0,3.0,5.0,0.0,0.0,5.0,210000,14906
S,Casas,São Carlos,1,VILA NERY,São Paulo,RUA FRANCISCO CRESTANA,Padrão,150.0,230.0,3.0,2.0,0.0,0.0,3.0,320000,14884
S,Casas,São Carlos,1,Jardim Paulista,São Paulo,AV. PAULISTA,Padrão,74.0,19.85,2.0,1.0,0.0,0.0,2.0,235000,14883
S,Casas,São Carlos,1,LAGOA SERENA,São Paulo,RUA EPISCOPAL,Padrão,202.0,300.0,3.0,3.0,1.0,1.0,4.0,450000,14881
S,Casas,São Carlos,1,VILA VISTA ALEGRE,São Paulo,RUA DOUTOR ADELMO STELLA CHIAVINI,Padrão,140.0,300.0,3.0,2.0,0.0,0.0,4.0,477000,14844
S,Casas,São Carlos,1,VILA MARCELINO,São Paulo,RUA ANTÔNIO IEMMA,Padrão,100.0,120.0,2.0,1.0,0.0,0.0,2.0,225000,14802
S,Casas,São Carlos,1,ROMEU TORTORELLI,São Paulo,RUA CONCEIÇÃO DE TOLEDO PIZZA ZAMBEL,Padrão,120.0,125.0,3.0,3.0,0.0,0.0,4.0,220000,14800
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA DOUTOR GASTÃO DE SÁ,Padrão,106.0,200.0,2.0,1.0,1.0,1.0,2.0,230000,14799
S,Casas,São Carlos,1,VILA BOA VISTA,São Paulo,RUA DOUTOR GASTÃO DE SÁ,Padrão,106.0,200.0,2.0,1.0,1.0,1.0,2.0,230000,14798
S,Casas,São Carlos,1,VILA BOA VISTA,São Paulo,RUA DOUTOR GASTÃO DE SÁ,Padrão,106.0,200.0,2.0,1.0,1.0,1.0,2.0,230000,14797
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio dos Tangarás,Condomínio,509.37,803.81,5.0,6.0,6.0,6.0,9.0,2400000,14746
S,Casas,São Carlos,1,VILA COSTA DO SOL,São Paulo,RUA ANTÔNIO BLANCO,Padrão,118.2,226.0,3.0,1.0,2.0,2.0,3.0,420000,14743
S,Casas,São Carlos,1,CIDADE ARACY,São Paulo,RUA ANTONIO BUSTO ALABARCA,Padrão,135.0,150.0,3.0,1.0,0.0,0.0,3.0,250000,14742
S,Casas,São Carlos,1,Vila Vista Alegre,São Paulo,AV. CAPITÃO LUIZ BRANDÃO,Sobrado,309.04,150.0,3.0,3.0,3.0,3.0,4.0,690000,14733
S,Casas,São Carlos,1,VILA PRADO,São Paulo,AV. SALLUM,Padrão,138.76,300.0,3.0,2.0,1.0,1.0,3.0,690000,14703
S,Casas,São Carlos,1,JARDIM BANDEIRANTES,São Paulo,RUA MIGUEL JOÃO,Padrão,125.0,125.0,2.0,1.0,0.0,0.0,2.0,382000,14623
S,Casas,São Carlos,1,Condomínio Residencial Montreal,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,338.0,452.0,4.0,5.0,2.0,2.0,8.0,1480000,14577
S,Casas,São Carlos,1,JARDIM SÃO CARLOS,São Paulo,RUA TREZE DE MAIO,Padrão,296.0,380.0,3.0,3.0,1.0,1.0,4.0,426000,14553
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA RIACHUELO,Padrão,285.0,118.75,3.0,4.0,0.0,0.0,4.0,800000,14515
S,Casas,São Carlos,1,SAO CARLOS 8,São Paulo,RUA DOUTOR NELSON FONSECA,Padrão,100.0,138.0,2.0,1.0,0.0,0.0,2.0,180000,14484
S,Casas,São Carlos,1,VILA COSTA DO SOL,São Paulo,RUA ANTÔNIO RODRIGUES CAJADO,Padrão,167.0,300.0,3.0,2.0,7.0,7.0,3.0,425000,14459
S,Casas,São Carlos,1,VILA BRASÍLIA,São Paulo,AV. ARARAQUARA,Padrão,310.62,660.0,3.0,2.0,3.0,3.0,4.0,950000,14303
S,Casas,São Carlos,1,VILA MONTE CARLO,São Paulo,AV. PAPA PAULO VI,Padrão,110.0,300.0,1.0,0.0,0.0,0.0,1.0,210000,14268
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,OUT DOS MIOSÓTIS,Padrão,200.0,450.0,3.0,2.0,4.0,4.0,3.0,480000,14232
S,Casas,São Carlos,1,VILA BOA VISTA 1,São Paulo,RUA DOUTOR JOAQUIM RODRIGUES DE SIQUEIRA,Padrão,166.0,192.0,3.0,3.0,0.0,0.0,4.0,277000,14173
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA SÃO PIO X,Padrão,177.0,500.0,3.0,7.0,10.0,10.0,6.0,780000,14157
SL,Casas,São Carlos,1,Vila Prado,São Paulo,AV. TEIXEIRA DE BARROS,Padrão,201.0,450.0,2.0,2.0,1.0,1.0,2.0,850000,14134
S,Casas,São Carlos,1,Jardim Alvorada,São Paulo,RUA FLAUZINO MARQUES,Padrão,367.0,450.0,3.0,7.0,2.0,2.0,6.0,800000,14115
S,Casas,São Carlos,1,SAO CARLOS 8,São Paulo,RUA IRINEU MELLO,Padrão,85.0,180.0,2.0,2.0,0.0,0.0,3.0,245000,14099
S,Casas,São Carlos,1,PARQUE SANTA MÔNICA,São Paulo,RUA OSCAR JENSEN,Padrão,380.0,600.0,3.0,3.0,2.0,2.0,4.0,1550000,14039
S,Casas,São Carlos,1,VILA IRENE,São Paulo,RUA FRANCISCO PAOLILLO,Padrão,160.0,260.0,2.0,1.0,0.0,0.0,2.0,191000,13967
S,Casas,São Carlos,1,Condomínio Residencial Quebec,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,164.0,308.0,2.0,3.0,4.0,4.0,4.0,1500000,13956
S,Casas,São Carlos,1,Vila Prado,São Paulo,AV. TEIXEIRA DE BARROS,Padrão,396.0,444.0,3.0,3.0,3.0,3.0,4.0,1350000,13953
S,Casas,São Carlos,1,CENTRO,São Paulo,AV. AVENIDA SÃO CARLOS,Padrão,160.0,220.0,2.0,2.0,0.0,0.0,2.0,798000,13932
S,Casas,São Carlos,1,Jardim Santa Maria II,São Paulo,Rua Doutor Manoel Fragoas,Padrão,67.0,60.0,2.0,1.0,1.0,1.0,2.0,170000,13907
S,Casas,São Carlos,1,JARDIM BETHÂNIA,São Paulo,RUA VICTOR MANUEL DE SOUZA LIMA,Padrão,98.0,220.0,2.0,1.0,0.0,0.0,2.0,300000,13906
S,Casas,São Carlos,1,JARDIM DAS TORRES,São Paulo,RUA DOUTOR GIPSY GARCIA FERREIRA,Padrão,123.0,250.0,3.0,3.0,0.0,0.0,4.0,371000,13900
S,Casas,São Carlos,1,NOVA ESTÂNCIA,São Paulo,RUA ARGENTINA,Padrão,232.0,600.0,3.0,3.0,0.0,0.0,4.0,692000,13859
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Joaquim Augusto Ribeiro de Souza,Padrão,124.17,150.0,3.0,2.0,2.0,2.0,3.0,373000,13841
S,Casas,São Carlos,1,VILA MORUMBI,São Paulo,AV. MORUMBI,Padrão,0.0,198.0,3.0,1.0,0.0,0.0,3.0,280000,13826
S,Casas,São Carlos,1,JARDIM PAULISTA,São Paulo,RUA ÂNGELO POSSA,Padrão,300.0,166.5,3.0,3.0,0.0,0.0,4.0,479000,13743
S,Casas,São Carlos,1,MADRE CABRINI,São Paulo,AV. SANTA MADRE CABRINE,Padrão,126.0,150.0,3.0,1.0,0.0,0.0,3.0,213000,13720
S,Casas,São Carlos,1,DOURADINHO,São Paulo,RUA EMERSON RADAMÉS GATTO,Padrão,160.0,258.5,2.0,1.0,0.0,0.0,2.0,290000,13698
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Alameda dos Pessegueiros,Condomínio,450.0,531.0,4.0,3.0,4.0,4.0,6.0,1500000,13618
S,Casas,São Carlos,1,VILA PRADO,São Paulo,AV. SALLUM,Padrão,160.0,500.0,3.0,1.0,2.0,2.0,3.0,640000,13611
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA IRMÃO DOMINGOS ZANFERRARI,Padrão,116.0,180.0,3.0,1.0,3.0,3.0,3.0,235000,13605
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,RUA COMENDADOR ALFREDO MAFFEI,Comercial,174.75,21.56,0.0,3.0,3.0,3.0,0.0,400001,13601
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA OSWALDO CRUZ,Padrão,168.0,180.0,2.0,1.0,0.0,0.0,2.0,800000,13551
S,Casas,São Carlos,1,Vila São José,São Paulo,RUA DOUTOR WALTER CAMARGO SCHULTZER,Padrão,100.0,200.0,2.0,1.0,1.0,1.0,2.0,235000,13545
S,Casas,São Carlos,1,JARDIM BEATRIZ,São Paulo,RUA JOÃO RIBEIRO DE SOUZA FILHO,Padrão,220.0,300.0,3.0,1.0,1.0,1.0,3.0,203000,13544
S,Casas,São Carlos,1,MARIA STELLA FAGA,São Paulo,RUA JOÃO BATISTA CARRI,Padrão,168.0,220.0,2.0,3.0,0.0,0.0,3.0,280000,13543
SL,Casas,São Carlos,1,Jardim Pacaembu,São Paulo,AV. MARANHÃO,Padrão,204.0,204.0,4.0,4.0,0.0,0.0,5.0,290000,13519
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,RUA AGINALDO MELO NUNES,Padrão,120.0,250.0,2.0,1.0,0.0,0.0,2.0,320000,13510
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,Avenida Miguel Damha,Condomínio,309.0,590.0,4.0,4.0,4.0,4.0,5.0,2280000,13502
SL,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua São João Bosco,Padrão,223.0,212.0,4.0,3.0,2.0,2.0,5.0,800000,13462
S,Casas,São Carlos,1,JARDIM BOTAFOGO 1,São Paulo,RUA SANTA TEREZA,Padrão,183.0,300.0,2.0,3.0,2.0,2.0,3.0,320000,13436
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,RUA SALOMÃO SCHEVS,Padrão,16.22,129.68,3.0,2.0,0.0,0.0,3.0,384000,13434
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA MAJOR JOSÉ INÁCIO,Padrão,160.0,418.0,3.0,3.0,0.0,0.0,4.0,420000,13433
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DAS HORTÊNCIAS,Sobrado,381.75,600.0,4.0,2.0,6.0,6.0,5.0,930000,13389
S,Casas,São Carlos,1,VILA MORUMBI,São Paulo,RUA DOUTOR ALDERICO VIEIRA PERDIGÃO,Padrão,120.0,300.0,2.0,1.0,10.0,10.0,2.0,224000,13302
S,Casas,São Carlos,1,VILA CARMEM,São Paulo,RUA CESAR DACORSO FILHO,Padrão,200.0,250.0,1.0,1.0,0.0,0.0,1.0,270000,13288
S,Casas,São Carlos,1,VILA CARMEM,São Paulo,RUA CESAR DACORSO FILHO,Padrão,200.0,250.0,4.0,1.0,0.0,0.0,4.0,382000,13286
S,Casas,São Carlos,1,JARDIM SÃO CARLOS 5,São Paulo,RUA PROFESSOR ÍTALO SAVELLI,Padrão,250.0,200.0,7.0,7.0,0.0,0.0,9.0,320000,13276
S,Casas,São Carlos,1,JARDIM BRASIL,São Paulo,RUA MONTEIRO LOBATO,Padrão,191.0,440.0,3.0,1.0,0.0,0.0,3.0,426000,13251
S,Casas,São Carlos,1,VILA BOA VISTA 1,São Paulo,RUA MARTIM LUTHER KING,Padrão,180.0,250.0,3.0,3.0,0.0,0.0,4.0,440000,13227
S,Casas,São Carlos,1,Jardim Acapulco,São Paulo,RUA DIAMANTINO PEREIRA,Padrão,180.0,250.0,3.0,3.0,0.0,0.0,4.0,540000,13225
S,Casas,São Carlos,1,VILA BOA VISTA 1,São Paulo,RUA ANTÔNIO FREDERICO OZANAN,Padrão,150.0,250.0,4.0,2.0,0.0,0.0,4.0,245000,13213
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,RUA SALOMÃO SCHEVS,Padrão,280.0,300.0,5.0,3.0,0.0,0.0,5.0,368000,13204
S,Casas,São Carlos,1,CIDADE ARACY,São Paulo,AV. JOSÉ ANTÔNIO MIGLIATO,Padrão,60.0,250.0,1.0,1.0,1.0,1.0,1.0,160000,13199
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,295.0,216.0,3.0,5.0,3.0,3.0,5.0,532000,13189
S,Casas,São Carlos,1,JARDIM TIJUCA,São Paulo,Rua LUIZ RODRIGUES DA SILVA,Padrão,148.0,200.0,2.0,1.0,0.0,0.0,2.0,320000,13168
S,Casas,São Carlos,1,VILA BELA VISTA,São Paulo,RUA ANTÔNIO DE ALMEIDA LEITE,Padrão,151.0,190.0,4.0,3.0,0.0,0.0,4.0,340000,13152
S,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA MAESTRO JOÃO SEPPE,Padrão,220.0,555.0,3.0,2.0,6.0,6.0,4.0,700000,13096
S,Casas,São Carlos,1,VILA PRADO,São Paulo,AV. SALLUM,Padrão,180.0,672.0,3.0,4.0,4.0,4.0,4.0,898000,13091
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Alameda das Graúnas,Condomínio,388.0,448.0,3.0,4.0,4.0,4.0,6.0,1700000,13055
S,Casas,São Carlos,1,VILA PRADO,São Paulo,TVS GERSON MARCOS NICOLA,Padrão,200.0,300.0,4.0,5.0,0.0,0.0,6.0,586000,13045
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA DOUTOR GASTÃO DE SÁ,Padrão,154.0,115.5,3.0,2.0,0.0,0.0,3.0,394000,12985
S,Casas,São Carlos,1,Vila Prado,São Paulo,AV. SALLUM,Padrão,200.0,240.0,3.0,3.0,2.0,2.0,4.0,722000,12984
S,Casas,São Carlos,1,Jardim Alvorada,São Paulo,RUA LUIZ BARBOSA DE CAMPOS,Padrão,163.65,3.0,3.0,2.0,1.0,1.0,3.0,450000,12944
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,RUA BENEDITO DA SILVA,Padrão,95.0,1.0,2.0,1.0,0.0,0.0,2.0,190000,12940
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA SEBASTIÃO DE MORAES,Padrão,92.0,125.0,2.0,1.0,1.0,1.0,2.0,280000,12939
S,Casas,São Carlos,1,DOURADINHO,São Paulo,Rua ANTONIO JOSÉ BOZOLA,Padrão,150.0,172.5,2.0,1.0,0.0,0.0,2.0,350000,12930
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,AV. DAS GARDÊNIAS,Padrão,700.0,900.0,3.0,3.0,3.0,3.0,4.0,1600000,12894
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA FRANCISCO GENTIL DE GUZZI,Padrão,110.0,210.0,2.0,3.0,0.0,0.0,3.0,277000,12885
S,Casas,São Carlos,1,TIJUCO PRETO,São Paulo,RUA PARTICULAR VIEIRA,Padrão,170.0,200.0,2.0,1.0,1.0,1.0,2.0,180000,12880
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Padrão,260.0,450.0,3.0,1.0,2.0,2.0,3.0,600000,12878
S,Casas,São Carlos,1,ROMEU TORTORELLI,São Paulo,RUA ODEMAR DÉCIO GALLUCCI,Padrão,133.0,133.0,3.0,3.0,0.0,0.0,4.0,250000,12850
S,Casas,São Carlos,1,LAGOA SERENA,São Paulo,RUA JOAQUIM EVANGELISTA DE TOLEDO,Padrão,95.0,115.0,3.0,1.0,0.0,0.0,3.0,320000,12817
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Domingos Diegues,Padrão,92.0,150.0,3.0,3.0,2.0,2.0,4.0,355000,12775
S,Casas,São Carlos,1,Jardim Brasil,São Paulo,RUA SANTA CRUZ,Padrão,210.0,210.0,2.0,1.0,2.0,2.0,2.0,280000,12772
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA ITÁLIA,Padrão,67.0,1.0,2.0,1.0,1.0,1.0,2.0,90000,12759
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DAS AZALEIAS,Padrão,160.0,180.0,2.0,5.0,2.0,2.0,4.0,350000,12747
S,Casas,São Carlos,1,VILA MONTE CARLO,São Paulo,RUA GERALDO BRETAS,Padrão,170.0,250.0,2.0,1.0,0.0,0.0,2.0,230000,12722
S,Casas,São Carlos,1,Jardim Lutfalla,São Paulo,Rua Jacinto Favoreto,Padrão,310.0,360.0,4.0,3.0,4.0,4.0,6.0,900000,12678
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DAS CRISANDÁLIAS,Padrão,139.5,360.0,3.0,2.0,3.0,3.0,3.0,400000,12659
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,AV. DOM CARMINE ROCCO,Padrão,188.0,125.0,4.0,3.0,1.0,1.0,5.0,300000,12642
S,Casas,São Carlos,1,VILA BOA VISTA,São Paulo,RUA FRANCISCO DE OLIVEIRA PENTEADO,Padrão,170.0,250.0,5.0,6.0,4.0,4.0,6.0,600000,12634
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA MIGUEL RODRIGUES,Padrão,60.0,125.0,2.0,1.0,1.0,1.0,2.0,150000,12626
S,Casas,São Carlos,1,LOTEAMENTO ALBERTINI,São Paulo,TVS ANTÔNIO GUARANTINI,Padrão,106.0,194.4,2.0,2.0,0.0,0.0,2.0,220000,12619
S,Casas,São Carlos,1,AZULVILLE,São Paulo,RUA PROF. CAIO DE FIGUEREDO SILVA,Padrão,80.0,0.0,2.0,1.0,0.0,0.0,2.0,295000,12594
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,RUA AUGUSTO MARIA PATRIZZI,Padrão,170.0,250.0,3.0,2.0,0.0,0.0,4.0,445000,12576
S,Casas,São Carlos,1,Jardim Tijuca,São Paulo,Rua LUÍS ALBERTO LUCHESI,Padrão,68.0,160.0,2.0,2.0,2.0,2.0,3.0,260000,12571
S,Casas,São Carlos,1,JARDIM MEDEIROS,São Paulo,RUA GERALDO DOMINGOS ADABO,Padrão,282.0,300.0,3.0,4.0,1.0,1.0,4.0,460000,12522
S,Casas,São Carlos,1,VILA BOA VISTA 1,São Paulo,RUA MARTIM LUTHER KING,Padrão,140.0,250.0,2.0,1.0,0.0,0.0,2.0,288000,12521
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SÃO JOAQUIM,Padrão,129.91,254.41,2.0,2.0,0.0,0.0,2.0,350000,12505
S,Casas,São Carlos,1,JARDIM PACAEMBU,São Paulo,AV. PACAEMBU,Padrão,97.0,315.0,3.0,2.0,2.0,2.0,3.0,320000,12432
S,Casas,São Carlos,1,VILA PRADO,São Paulo,RUA CIDADE DE MILÃO,Padrão,180.0,0.0,3.0,1.0,3.0,3.0,3.0,426000,12419
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,RUA ALLAN KARDEC,Padrão,11.97,156.75,3.0,3.0,0.0,0.0,4.0,370000,12386
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA ANTÔNIO CARLOS FERRAZ DE SALLES,Padrão,190.0,210.0,3.0,6.0,0.0,0.0,6.0,426000,12314
S,Casas,São Carlos,1,CIDADE ARACY,São Paulo,RUA ORLANDO TAVONI,Padrão,95.0,125.0,2.0,1.0,0.0,0.0,2.0,148000,12281
S,Casas,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Padrão,250.0,525.0,2.0,3.0,6.0,6.0,3.0,798000,12132
S,Casas,São Carlos,1,VILA MARINA,São Paulo,RUA FRANCISCO GENTIL DE GUZZI,Padrão,269.22,260.0,3.0,3.0,0.0,0.0,4.0,400000,12089
SL,Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Padrão,420.0,582.0,3.0,4.0,8.0,8.0,4.0,1200000,12088
S,Casas,São Carlos,1,Jardim de Cresci,São Paulo,RUA PAOLO PERIOTTO,Padrão,820.0,720.0,3.0,6.0,0.0,0.0,4.0,1272000,12039
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA TREZE DE MAIO,Padrão,300.0,633.42,3.0,3.0,1.0,1.0,4.0,855000,12014
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,AV. REPÚBLICA DO LÍBANO,Padrão,230.0,330.0,3.0,6.0,3.0,3.0,6.0,300000,11981
S,Casas,São Carlos,1,VILA MONTE CARLO,São Paulo,TVS FRANCISCO PARROTA,Padrão,50.0,125.0,2.0,1.0,0.0,0.0,2.0,150000,11976
SL,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA PROFESSOR ERNFRID FRICK,Padrão,600.0,600.0,4.0,9.0,0.0,0.0,8.0,2130000,11899
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,RUA GASTÃO VIEIRA,Padrão,190.0,150.0,3.0,3.0,0.0,0.0,4.0,426000,11807
S,Casas,São Carlos,1,SILVIO VILARI,São Paulo,RUA JOSÉ BONIFÁCIO,Padrão,240.0,420.0,4.0,3.0,0.0,0.0,5.0,610000,11704
S,Casas,São Carlos,1,Jardim Centenário,São Paulo,RUA BENEDITA STALL SODRÉ,Padrão,292.0,480.0,3.0,4.0,1.0,1.0,4.0,1000000,11676
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DAS ORQUÍDEAS,Padrão,250.0,360.0,5.0,4.0,1.0,1.0,6.0,400000,11671
S,Casas,São Carlos,1,VILA BRASÍLIA,São Paulo,RUA HONDURAS,Padrão,157.0,160.0,4.0,4.0,0.0,0.0,5.0,350000,11587
S,Casas,São Carlos,1,VILA SANTO ANTONIO,São Paulo,RUA GEMINIANO COSTA,Padrão,110.0,300.0,2.0,1.0,0.0,0.0,2.0,400000,11580
S,Casas,São Carlos,1,JARDIM BANDEIRANTES,São Paulo,RUA ABRAHÃO JOÃO,Padrão,150.0,300.0,3.0,1.0,2.0,2.0,3.0,450000,11578
S,Casas,São Carlos,1,Cidade Jardim,São Paulo,RUA DAS PRIMAVERAS,Padrão,260.0,358.0,4.0,2.0,1.0,1.0,4.0,373000,11566
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA CARLOS PASCHOALINO,Padrão,67.1,125.0,1.0,1.0,0.0,0.0,1.0,112000,11563
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Nestor de Campos,Sobrado,270.0,360.0,4.0,4.0,4.0,4.0,6.0,720000,11498
