indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Apartamentos,Residencial Villa Real,Jardim Paraíso,Rua Princesa Isabel,Padrão,234,,67,2,2,2,3,533871,-22.0104151,-47.8989913,21,0,,0,67
S,Apartamentos,Residencial Villa Real,Jardim Paraíso,Rua Princesa Isabel,Padrão,234,,122,2,1,2,2,518871,-22.0104151,-47.8989913,30,0,,0,122
S,Casas,,Recreio dos Bandeirantes,Avenida Paulo de Arruda Correa da Silva,Sobrado,475,219.6,360,4,4,3,6,820000,-22.02355,-47.91336,34,0,,,
S,Casas,,Jardim Ricetti,Rua Vicente D'Aquino,Padrão,558,270,270,3,2,3,4,560000,-22.0258,-47.87754,59,0,0,,
S,Terreno,,ANTENOR GARCIA,RUA NOSSA SENHORA DA ROSA MÍSTICA,Padrão,728,,150,,,,,60000,-22.05138,-47.91644,19,0,,,
S,Terreno,,ANTENOR GARCIA,Rua José Geraldo Machado,Padrão,1295,150,150,,,,,60000,-22.05312,-47.91995,40,0,,,
S,Terreno,,Cidade Aracy,Rua José Freitas de Souza,Padrão,0,,250,,,,,160000,-22.05536,-47.9119,16,0,0,,
S,Terreno,,Jardim Macarengo,Rua Alfredo Lopes,Padrão,963,,484,,,,,540000,-22.00767,-47.8894,17,0,0,,
S,Casas,,SANTA FELICIA,Rua Joaquim Augusto Ribeiro de Souza,Padrão,808,150,150,4,2,2,5,380000,-21.9976361,-47.9219516,31,0,0,,
S,Casas,,Jardim Bicão,Rua José Laurimir Laurindo Leandro,Padrão,74,83.03,125,2,1,2,2,270000,,,56,0,,,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1111,98,140,2,2,2,3,280000,-21.98484,-47.93834,51,0,,130,
S,Casas,Condomínio Terra Nova,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,777,102,140,3,2,2,4,380000,-21.98484,-47.93834,134,0,,0,
S,Apartamentos,Edifício Bosque das Araucárias,Jardim Alvorada,Rua Flauzino Marques,Padrão,439,,,2,2,2,3,400000,-22.00652,-47.90757,61,0,,0,54
S,Casas,,Jardim Bandeirantes,Rua José Palone,Padrão,65,103,300,3,1,1,3,370000,-22.00131,-47.90803,42,0,0,,
S,Casas,Condomínio Residencial Bosque de São Carlos ,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,1000,145,250,3,2,2,4,920000,-21.96297,-47.88913,141,0,,0,
S,Apartamentos,Edifício Mora D'ebre,Jardim Bethânia,Rua Paulino Botelho de Abreu Sampaio,Padrão,1238,,450,12,6,5,12,1277000,-22.00611,-47.90047,39,0,,0,520
S,Terreno,,Chácara Parque Club,Rua Paulo de Campos,Área,40,,1289.46,,,,,580000,-22.00528,-47.87535,32,0,0,,
S,Apartamentos,Edifico Heloisa ,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Padrão,1365,,73.72,2,1,1,2,200000,-22.01971,-47.89757,54,0,0,337.69,57
SL,Apartamentos,Ed. Romeu Santini- Bloco 1,Romeu Santini,Rua Aurea Jorge Vanelli,Padrão,1,,55,2,1,1,2,128000,,,175,0,21,156,55
S,Casas,,Vila Boa Vista 1,Rua Sebastião José Alexandre,Padrão,52,138.19,206.25,2,1,2,2,200000,-22.03627,-47.90628,21,0,,,
S,Apartamentos,Edifico Heloisa ,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Padrão,1365,,62,2,1,1,2,180000,-22.01971,-47.89757,42,0,,0,50
S,Apartamentos,Parque das Acácias ,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,627,,47.5,2,1,1,2,220000,-22.0337254,-47.8653803,53,0,0,200,
S,Casas,,Parque Industrial,Rua Itagibá Cardoso de Toledo,Padrão,137,80,140,2,1,2,2,235000,-21.98783,-47.90227,45,0,0,,
S,Rural,,Jardim Novo Horizonte,Rua Alessandro Di Salvo,Sítio,351,,,,,,,4100000,-22.03547,-47.8576,29,0,,,
S,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1000,301,440,5,2,6,6,2000000,-21.96392,-47.89699,61,0,,662,
S,Apartamentos,Vila Verde Sabará (Apartamento),Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,1000,,54,2,1,1,2,277000,-22.01269,-47.86259,45,0,0,0,
SL,Casas,,Jardim do Bosque,Luiz Gonzaga Grande Junior,Área de Lazer,137,70,253,1,1,6,1,320000,,,51,0,,,
S,Rural,Tibaia de São Fernando II,Tibaia de São Fernando II,Rua Lina Fabrri Caron,Chácara em condomínio,127,143.43,,2,1,4,2,860000,,,50,0,0,0,
S,Rural,Tibaia de São Fernando II,Tibaia de São Fernando II,Rua Lina Fabrri Caron,Chácara em condomínio,126,248.99,,5,4,5,7,1400000,,,39,0,0,0,
S,Casas,,Vila Marcelino,RUA RAIMUNDO CORREA,Sobrado,1886,218.3,181.5,3,2,2,4,550000,-22.03335,-47.8739,28,0,0,,
S,Casas,Condomínio Village Damha I,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,1501,215,384,3,4,6,6,1300000,-21.97934,-47.89713,188,0,197,600,
S,Casas,Condomínio Parque Faber III,Parque Faber Castell,Passeio das Magnólias,Condomínio,1041,210.4,356,3,4,,6,1380000,,,107,0,,0,
S,Casas,,Parque Santa Mônica,Avenida José Gonçalves Carneiro,Padrão,920,294.83,585,4,5,2,5,700000,,,33,0,0,,
S,Apartamentos,Residencial Millennium Park,VILA NERY,Rua Theodolina Modena Coca,Padrão,155,,,2,1,1,2,260000,-22.0119674,-47.8688308,70,0,41.7,185,48
S,Casas,Condomínio Village Damha II,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,1601,220,275,3,3,4,4,1280000,-21.97934,-47.89713,30,0,,482,
S,Terreno,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,,250000,,,,,210000,-21.96297,-47.88913,66,0,0,200,
S,Terreno,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,,220,,,,,210000,-21.96297,-47.88913,47,0,0,200,
S,Casas,Residencial Villeneuve,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,2816,156,240,3,3,2,6,900000,-21.98228,-47.89581,122,0,0,259,
S,Apartamentos,Condomínio Mont Park ,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,475,,62,2,1,1,2,190000,-21.98461,-47.89507,53,0,,0,50
S,Casas,,Jardim Ricetti,RUA TOTÓ LEITE,Padrão,1296,235.65,360,4,2,2,5,480000,-22.02743,-47.87968,58,0,0,,
S,Casas,,Jardim Araucária,Rua Dirce Bellasalma Roiz,Padrão,124,100,200,2,2,3,2,280000,-21.97429,-47.94856,76,0,0,,
S,Apartamentos,Edifício Itamaracá,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Padrão,457,,65,2,3,1,4,330000,-22.02074,-47.912,21,0,0,360,65
S,Apartamentos,Edifício Madonna Littá,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Padrão,45,,64.86,2,2,1,3,285000,-22.00626,-47.90108,100,0,0,0,64.86
S,Casas,,RESIDENCIAL ITAMARATI,RUA MAURO TOMAZI,Padrão,682,160,250,3,3,3,4,560000,-21.99805,-47.85243,35,0,,,
S,Casas,,Parque Sisi,RUA JOSÉ TEIXEIRA,Padrão,580,99.23,125,1,1,1,1,200000,-22.00462,-47.92202,34,0,0,,
S,Apartamentos,Edifício Hyde Park,Jardim Ricetti,Rua Professor Paulo Monte Serrat,Padrão,540,,71.64,3,2,2,4,415000,-22.02918,-47.87698,127,0,0,0,
S,Casas,,Vila Boa Vista 1,Rua Antônio Frederico Ozanan,Padrão,1756,164.56,134.25,3,3,2,4,370000,-22.0339,-47.9073,55,0,,,
S,Apartamentos,Edifício Mirante Araucária ,Jardim Alvorada,Rua Luiz Barbosa de Campos,Padrão,142,,56,2,1,1,2,390000,-22.0100242,-47.9078969,54,0,,0,56
S,Casas,Condomínio Residencial Bosque de São Carlos ,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,1000,165.47,250,3,2,2,4,850000,-21.96297,-47.88913,206,0,,300,
S,Terreno,,Parque dos Passaros,Rua Roberto Colucci,Lote,,,308.31,,,,,214338,,,32,0,,,
S,Terreno,,Parque dos Passaros,Rua Roberto Colucci,Lote,,,300.9,,,,,209186,,,22,0,,,
S,Terreno,,Parque dos Passaros,Rua Roberto Colucci,Lote,,,348.94,,,,,242584,,,24,0,,,
S,Terreno,,Parque dos Passaros,Rua Roberto Colucci,Lote,,,286,,,,,198828,,,29,0,,,
S,Terreno,,Parque dos Passaros,Rua Pedro Teixeira Pinto,Lote,,,343.24,,,,,262407,,,19,0,,,
S,Apartamentos,Edifício Residencial Antenor Guines,Jardim Macarengo,Rua Jacinto Favoreto,Padrão,394,,54,2,1,1,2,378000,-22.00613,-47.89409,32,0,,0,54
S,Apartamentos,Edifício Residencial Antenor Guines,Jardim Macarengo,Rua Jacinto Favoreto,Padrão,394,,54,2,1,1,2,378000,-22.00613,-47.89409,32,0,,0,54
S,Apartamentos,MONTE DOS PINHEIROS ,Parque Faber Castell,Avenida dos Sanhaços,Padrão,901,,46,1,1,1,1,225000,-22.01498,-47.91203,46,0,,191,46
S,Terreno,Condomínio Residencial Bosque de São Carlos ,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Padrão,1000,,250,,,,,265000,-21.96297,-47.88913,50,0,,0,
SL,Comercial,,Centro,Rua Padre Teixeira,Sala,1842,,130.72,,2,,,489000,-22.01427,-47.89258,34,0,130,,110
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1400,270,480,3,3,4,6,1800000,-21.96392,-47.89699,69,0,0,0,
S,Apartamentos,Edifício são Nicolau de Flue,Centro,Rua Major José Inácio,Padrão,1757,,242.43,3,4,3,6,1500000,,,64,0,,1458,242.43
S,Comercial,,Parque Industrial,RUA ERNESTINO BLOCK,Barracão,570,,300,,2,,,890000,-21.9886778,-47.8976963,47,0,,,250
S,Casas,Moradas São Carlos III,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,811,92,100,3,1,2,3,275000,-21.98484,-47.93834,93,0,0,157,
S,Casas,,Parque Santa Mônica,Rua Madre Saint Bernard,Padrão,151,370,1050,4,6,3,7,1500000,-22.01199,-47.90272,56,0,,,
SL,Casas,,Vila São José,Rua Francisco Stella,Padrão,531,300,300,4,3,3,6,702000,-22.00247,-47.87513,124,0,114,,
S,Rural,Tibaia de São Fernando II,Tibaia de São Fernando II,Travessa Dois,Chácara em condomínio,117,171,,3,2,5,4,700000,,,51,0,0,0,
S,Casas,,Vila Brasília,Rua Peru,Sobrado,330,199.05,182,4,2,2,4,380000,-21.9970327,-47.8803568,49,0,0,,
S,Casas,,Vila Boa Vista 1,Rua Martim Luther King,Padrão,1490,152.14,183.49,3,2,2,3,380000,-22.03619,-47.90238,30,0,0,,
S,Casas,,BOA VISTA,Avenida Theodureto de Camargo,Padrão,352,90,140,2,1,2,2,350000,,,19,0,,,
S,Casas,Condomínio Village Damha III,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,1500,185,287,3,2,3,4,1200000,,,113,0,,0,
S,Casas,,Jardim Araucária,Rua Renato Gambini Mayer,Padrão,303,,140,2,2,2,3,373000,-21.9772742,-47.9487335,45,0,,,
S,Apartamentos,Residencial Beija Flor ,Cidade Jardim,Alameda das Violetas,Padrão,580,,55,2,2,1,3,350000,-21.9958238,-47.8931148,74,0,,150,55
SL,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1000,300,500,4,4,4,8,4000000,-21.96392,-47.89699,72,0,,500,
S,Casas,,Jardim Araucária,Rua Benedito Aparecido dos Santos,Padrão,231,63,147,2,1,2,2,192000,-21.97369,-47.9485,71,0,0,,
SL,Apartamentos,VILA DAS FLORES ,Cidade Jardim,RUA BERNARDINO FERNANDES NUNES,Padrão,1317,,48,2,1,1,2,209000,-21.9927093,-47.891874,464,0,0,218,48
S,Casas,,NSA APARECIDA,RUA CAJUDY LINS BARROS WANDERLEY,Padrão,15,187,250,3,2,,4,530000,-22.0235,-47.87828,78,0,0,,
S,Apartamentos,MONTE DOS PINHEIROS ,Parque Faber Castell,Avenida dos Sanhaços,Padrão,901,,45.87,2,1,1,2,310000,-22.01498,-47.91203,47,0,,0,45.87
S,Casas,,Jardim Acapulco,RUA MADRE TEREZA DE CALCUTA,Padrão,256,142.62,268.85,3,2,2,4,700000,,,48,0,98.64,,
S,Casas,,Jardim Embaré,Rua Carlos Luporini,Padrão,447,222,250,3,4,4,4,590000,-21.9688,-47.93427,290,0,,,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,180000,-21.9565,-47.88721,51,0,,0,
S,Casas,,CENTRO,RUA GENERAL OSÓRIO,Padrão,2284,142,132,3,1,3,4,600000,-22.021425,-47.8763176,69,0,0,,
S,Apartamentos,Condomínio Green View,Parque Faber Castell,Passeio das Palmeiras,Padrão,520,,,3,2,1,4,389000,-22.01629,-47.91655,130,0,0,0,64
S,Casas,,Jardim Araucária,Rua Pastor Cícero Guedes Ribeiro,Padrão,2,130,150,3,3,2,5,266000,-21.97355,-47.9482,61,0,0,,
S,Casas,,Jardim das Torres Prolongamento,Rua Luiz Corneta,Padrão,61,210,250,4,3,4,5,420000,-22.03165,-47.91718,65,0,0,,
S,Terreno,,Jardim Embaré,Rua Benedito Luiz Veltroni,Padrão,200,,250,,,,,160000,-21.96555,-47.93676,25,0,,,
S,Casas,,Portal do Sol,Avenida José Fortuna,Padrão,319,80,150,2,1,2,2,450000,-22.0250751,-47.8728254,71,0,,,
S,Terreno,,Jardim Embaré,Rua Benedito Luiz Veltroni,Padrão,198,,250,,,,,160000,-21.9656338,-47.9366642,20,0,,,
SL,Casas,,Vila Prado,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,902,80,100,2,1,1,2,230000,,,579,0,30,,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1111,100,150,3,2,2,4,320000,-21.98484,-47.93834,541,0,29.05,160,
S,Terreno,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,,250,,,,,235000,-21.96297,-47.88913,47,0,,200,
S,Casas,,Jardim Medeiros,RUA ORLANDO PEDRESCHI,Padrão,218,90.47,138,2,1,2,2,290000,-22.0371,-47.91656,324,0,39,,
S,Rural,Condomínio Valparaíso,VALPARAISO,Rua Um,Chácara em condomínio,2,,,3,3,2,4,900000,,,66,0,0,0,
S,Casas,Condomínio Parque Residencial Damha IV,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Sobrado Condomínio,1601,270.5,388.42,4,5,4,8,1910000,-21.96392,-47.89699,92,0,,0,
S,Casas,,Loteamento Albertini,TVS ANTÔNIO GUARANTINI,Padrão,70,150,295,4,6,2,8,600000,,,34,0,0,,
S,Terreno,Condomínio Monte das Araucárias ,SANTA FELICIA,AV. BRUNO RUGGIERO FILHO,Padrão,180,,307,,,,,330000,-22.01066,-47.91455,47,0,,0,
S,Apartamentos,Eco Residence  Jardim Gibertoni,Jardim Gibertoni,Rua Salesianos do Brasil,Padrão,105,,81,2,2,1,3,450000,-22.018854,-47.9072236,54,0,79.6,400,67.53
S,Casas,,Jardim Ipanema,AV. OTTO WERNER ROSEL,Padrão,219,89,150,2,1,2,2,280000,-21.98484,-47.93834,43,0,,,
S,Terreno,,Jardim Mercedes,RUA ANTENOR GASTALDI,Padrão,0,,250,,,,,213000,-22.03098,-47.87986,31,0,,,
S,Casas,,ROMEU TORTORELLI,Rua Luiz Carlos Bortolani,Padrão,65,80,160,2,1,2,3,299000,-22.009915,-47.9200458,47,0,,,
S,Terreno,,Parque Belvedere,RUA TADAO KAMICADO,Padrão,185,,585,,,,,250000,-21.99699,-47.87229,29,0,,,
S,Apartamentos,Edificio Spazio Mont Vernon,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,1000,,,2,1,1,2,200000,-22.0206389,-47.8787651,33,0,0,300,47
S,Rural,,ARACE DE SANTO ANTÔNIO,Avenida João Formenton,Chácara,0,80,,2,1,,2,380000,,,53,0,25,,
S,Casas,,Parque Santa Marta,Avenida Américo Walter Buchvieser,Padrão,405,333,372.6,4,3,4,5,895000,-21.99419,-47.90407,100,0,0,,
S,Apartamentos,Edificio Sthal Sodré,CENTRO,AV. DOUTOR CARLOS BOTELHO,Padrão,2275,,,3,3,1,4,730000,-22.01122,-47.88842,87,0,0,1100,129.32
S,Apartamentos,Edifício Juliana Maria Perez,Jardim Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,64,,65,2,1,1,2,266000,-22.0022216,-47.9024855,55,0,,610,65
S,Apartamentos,Residencial Monte Berlin,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5441,,39,2,2,1,2,220000,-21.9751112,-47.9332665,54,0,,0,39
S,Casas,Moradas São Carlos I,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1455,82,160,3,2,,4,280000,-21.98484,-47.93834,63,0,,125,
S,Casas,,SANTA FELICIA,Rua Gastão Vieira,Padrão,1111,162.77,132,3,2,2,4,355000,-22.00628,-47.91921,109,0,0,,
S,Terreno,Condomínio Parque Faber IV,Parque Faber Castell,Passeio das Magnólias,Condomínio,1060,,324.5,,,,,429500,,,60,0,0,400,
S,Casas,Condomínio Terra Nova,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,777,47,195,2,1,2,2,340000,-21.98484,-47.93834,112,0,,0,
S,Casas,,Cidade Aracy,RUA PROFESSORA JANETE MARIA MARTINELLI LIA,Padrão,103,55,125,2,1,2,2,180000,-22.0577646,-47.9188891,72,0,,,
S,Casas,Condomínio Recanto do Bosque ,Loteamento Municipal São Carlos 3,Rua Danilo Mic'Alli,Condomínio,50,80,232.37,3,2,3,4,580000,,,147,0,,0,
S,Industrial,,Jardim Maracanã,RUA PROFESSOR ANTÔNIO MUNHOZ,Galpão,138,,300,,,,,750000,-22.0380854,-47.8647255,34,0,,,300
S,Casas,Village Paineiras ,Jardim Nossa Senhora Aparecida,Rua Aristides de Santi,Condomínio,6,98.08,193.8,3,2,2,4,560000,-22.02631,-47.8708,77,0,0,470,
S,Apartamentos,Edifício London Park,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,127,,50,2,1,,2,224000,-22.03285,-47.87002,57,0,,0,50
S,Casas,,MIRANTE BELA VISTA,Rua José Ferrari,Padrão,135,166,274,2,2,4,2,400000,-22.04163,-47.90938,86,0,,,
S,Casas,,Vila Boa Vista 1,Rua Martim Luther King,Padrão,1745,82.57,125,2,2,2,2,260000,-22.038,-47.90076,108,0,,,
S,Terreno,,Cidade Aracy,Rua José Freitas de Souza,Lote,0,,125,,,,,65000,-22.05536,-47.9119,25,0,,,
S,Terreno,,Cidade Aracy,Rua Florisberto Aparecido da Silva,Padrão,0,,125,,,,,96000,-22.05858,-47.90893,18,0,,,
S,Casas,,JARDIM REAL,RUA CAETANO BARION,Padrão,290,216.83,155.7,2,2,2,3,511000,-22.00238,-47.87127,29,0,0,,
S,Terreno,,Salto do Monjolinho,Rua Tereza Sebastião da Silva,Padrão,0,,250,,,,,150000,,,32,0,0,,
S,Casas,,Vila Prado,Rua José Benetti,Padrão,736,131.48,500,2,1,3,2,370000,-22.02703,-47.90246,86,0,,,
S,Apartamentos,Edifício Maria José,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,170,,45.25,1,1,1,1,380000,-22.0049351,-47.891595,52,0,0,300,45.25
S,Terreno,,Chácara Parque Club,Rua Paulo de Campos,Área,40,,1289.46,,,,,580000,-22.00555,-47.87649,52,0,,,
S,Casas,Condomínio Residencial Swiss Park,Parque Faber Castell,Passeio das Palmeiras,Condomínio,321,480,633,5,5,4,10,2990000,-22.01629,-47.91655,127,0,,0,
S,Casas,,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,175,137.44,284.2,2,1,1,2,405000,-22.02506,-47.88863,34,0,,,
S,Apartamentos,Residencial Carlos Magno( Rua Dom Pedro II),Vila Monteiro (Gleba I),RUA DOM PEDRO II,Padrão,235,,,3,2,1,4,235000,-22.0247,-47.88769,136,0,0,225,60
S,Casas,,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,203,154.91,282.75,2,1,1,2,405000,-22.02488,-47.88864,38,0,,,
S,Terreno,,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,185,,295.8,,,,,586000,-22.02506,-47.88863,23,0,,,
S,Apartamentos,Edifício Mont D'oro,Residencial Monsenhor Romeu Tortorelli,Avenida João Stella,Padrão,200,,45,2,1,1,2,205000,-22.00539,-47.92306,24,0,,0,45
S,Casas,,Cidade Aracy,RUA PEDRO APARECIDO GONZAGA,Padrão,399,100,250,3,2,3,4,200000,-22.0533,-47.90531,228,0,50,,
S,Casas,Condomínio Terra Nova,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,777,90,140,3,2,2,3,400000,-21.98484,-47.93834,127,0,0,0,
S,Casas,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,165,250,3,2,2,4,950000,-21.96297,-47.88913,76,0,,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,547200,-21.99672,-47.90195,179,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,547200,-21.99672,-47.90195,72,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,558600,-21.99672,-47.90195,46,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,595000,-21.99672,-47.90195,42,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,595000,-21.99672,-47.90195,38,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,558600,-21.99672,-47.90195,33,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,513000,-21.99672,-47.90195,123,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,513000,-21.99672,-47.90195,56,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,513000,-21.99672,-47.90195,66,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,530100,-21.99672,-47.90195,26,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,530100,-21.99672,-47.90195,50,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,538650,-21.99672,-47.90195,27,0,140,200,
SL,Casas,Condomínio Residencial Pantanal,Jardim Santa Paula,Avenida Eliza Gonzales Rabello,Condomínio,550,135,140,3,4,2,6,538650,-21.99672,-47.90195,52,0,140,200,
S,Terreno,,VILA MAX,Rua JOÃO ANTÔNIO SERAFIM MARINHEIRO,Padrão,1,,250,,,,,175000,-22.01104845,-47.87280677,30,0,0,,
S,Casas,,Jardim Macarengo,Rua Adolfo Catani,Padrão,1648,226,,3,3,2,5,720000,-22.00683,-47.88832,46,0,0,,
SL,Apartamentos,VILA DAS FLORES ,Cidade Jardim,RUA BERNARDINO FERNANDES NUNES,Padrão,1317,,47,2,1,1,2,266000,-21.9927093,-47.891874,269,0,,217,47
S,Apartamentos,Edifício Terrazza Bella Diocesi ,Vila Prado,Avenida José Pereira Lopes,Padrão,333,,44,2,2,1,3,300000,,,89,0,,270,44
S,Terreno,,Vila Costa do Sol,Rua José de Alencar,Lote,,,2293,,,,,2666719,,,80,0,,,
S,Apartamentos,Parque dos Manacás,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,371,,45,2,1,1,2,225000,-22.03312,-47.86755,34,0,,0,45
S,Casas,,RESIDENCIAL ITAMARATI,RUA MAURO TOMAZI,Padrão,660,188,250,3,3,2,3,480000,-21.9983691,-47.8524403,75,0,,,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Padrão,876,,250,,,,,190000,,,42,0,,0,
S,Rural,,Vale Santa Felicidade,Al ALAMEDA DAS SIBIPIRUNAS,Chácara,60,,,,0,,,290000,,,50,0,,,
S,Terreno,,Jardim Ricetti,RUA MAJOR MANOEL ANTÔNIO DE MATTOS,Padrão,0,,330,,,,,380000,,,40,0,,,
SL,Casas,,Centro,RUA SETE DE SETEMBRO,Padrão,1542,272,320,6,4,4,6,640000,-22.01616,-47.89547,128,0,133,,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1111,100,56,2,2,,3,225000,-21.98484,-47.93834,105,0,0,130,
S,Apartamentos,Residencial Millennium Park,VILA NERY,Rua Theodolina Modena Coca,Padrão,155,,48,2,1,1,2,200000,-22.0119674,-47.8688308,107,0,,0,48
S,Casas,,Cidade Aracy,Rua Florisberto Aparecido da Silva,Sobrado,109,,125,2,2,3,2,270000,-22.05954,-47.90806,46,0,,,
S,Terreno,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1000,,459,,,,,660000,-21.96392,-47.89699,36,0,,0,
S,Terreno,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1000,,459,,,,,660000,-21.96392,-47.89699,35,0,,0,
S,Casas,Residencial Parque Fehr,Parque Fehr,Rua Antônio Estrozi,Sobrado Condomínio,316,180,240,4,4,2,7,1020000,-21.9795014,-47.9348231,85,0,,152,
S,Terreno,,Jardim Cruzeiro do Sul,Rua Paraná,Área,0,,145200,,,,,15000000,-22.03975,-47.89193,33,0,0,,
S,Casas,,Jardim Beatriz,Rua João Ribeiro de Souza Filho,Padrão,619,120,250,2,1,2,2,320000,-22.0372,-47.91059,75,0,,,
S,Casas,,Loteamento Habitacional São Carlos 1,RUA DOUTOR PROCÓPIO TOLEDO MALTA,Padrão,1251,103.63,200,2,1,2,2,270000,-21.99237,-47.92298,58,0,,,
S,Apartamentos,Edifício London Park,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,127,,50,2,1,1,2,270000,-22.03285,-47.87002,57,0,,250,50
S,Casas,,Jardim das Torres,Rua Doutor Gipsy Garcia Ferreira,Padrão,286,180,250,3,2,2,4,580000,-22.03109,-47.91444,139,1,0,,
