indType,Property_category,District,Street_name,Property_subcategory,numNumber,Built_uparea,Area_total,Bedroom,Bathroom,Grages,totalRooms,valLocation,latitude,longitude,totalAccess,flgHighlight,prop_char_95,Property_tax
L,Comercial,CENTRO,RUA DOM PEDRO II,Sala,842,,,,1,,,778,-22.01932,-47.88756,188,0,32,30
L,Casas,CENTRO,RUA NOVE DE JULHO,Padrão,2685,150,400,4,2,3,5,3889,-22.0054,-47.89306,3005,0,,250
L,Comercial,Jardim Macarengo,Rua Doutor Orlando Damiano,Prédio,2054,,150,,2,0,,1667,-22.00875,-47.89069,426,0,150,100
L,Apartamentos,Jardim Macarengo,Rua Doutor Orlando Damiano,Padrão,2050,,40,1,1,,2,889,-22.00875,-47.89072,4254,0,40,
L,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1365,,60,2,1,1,2,1120,-22.01971,-47.89757,20,0,60,78
L,Casas,Vila Boa Vista 1,RUA HENRIQUE GREGORI,Padrão,809,40,,2,1,,2,1045,-22.02942,-47.90516,904,0,,50
SL,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,55,,139,2,3,2,4,3334,-22.01770267,-47.9185009,1865,0,139,0
L,Terreno,CENTRO,RUA SETE DE SETEMBRO,Padrão,2181,75,250,,,,,6112,-22.01588,-47.8891,93,0,,449.37
L,Comercial,CENTRO,AV. DOUTOR CARLOS BOTELHO,Sala,1332,,25,,1,,,2445,-22.01155,-47.89771,51,0,,112
L,Apartamentos,CENTRO,Rua Episcopal,Padrão,2542,,40,1,1,,1,778,,,804,0,40,15.94
L,Comercial,Jardim São Paulo,RUA SALOMÃO ASSEF,Galpão,51,,300,,4,,,3334,-22.03561,-47.8728,320,0,300,307.28
SL,Casas,CENTRO,RUA SETE DE SETEMBRO,Padrão,2474,420,582,3,4,8,4,12000,-22.01606,-47.88635,3197,0,,0
L,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1365,,55,2,1,1,2,778,-22.01971,-47.89757,666,0,55,56.7
L,Casas,CENTRO,RUA AQUIDABAN,Padrão,366,110,,2,3,0,3,1667,-22.02097,-47.89448,3696,0,,0
SL,Casas,Parque Santa Mônica,RUA PROFESSOR ERNFRID FRICK,Padrão,481,600,600,4,9,,8,7778,-22.01272,-47.90354,551,0,,800
L,Apartamentos,Jardim Paraíso,Rua Professora Nicoleta Stella Germano,Padrão,70,,87.42,2,3,1,3,1223,,,23,1,87.42,102
SL,Terreno,Cidade Jardim,Rua das Orquídeas,Padrão,0,,360,,,,,556,-21.99938,-47.89296,1312,0,,90
L,Comercial,CENTRO,AV. AVENIDA SÃO CARLOS,Salão,1153,,400,,0,60,,9500,-22.02318,-47.89071,613,0,280,704
L,Apartamentos,Cidade Jardim,Al DAS CRISANDÁLIAS,Padrão,557,,50,1,1,,1,1223,-22.00255,-47.89489,183,0,50,28
L,Apartamentos,Jardim São Carlos,RUA CONDE DO PINHAL,Padrão,1815,,40,1,1,,1,1223,-22.01777,-47.89253,330,0,40,
L,Casas,Jardim Ipanema,Avenida Otto Werner Rosel,Padrão,1455,42,,2,1,1,2,779,-21.97992633,-47.94202387,459,0,,24
L,Casas,ARNOLD SCHIMIDT,RUA JOSÉ ALVAREZ MACIEL,Padrão,60,140,,3,3,2,3,2001,-22.00007,-47.89796,2753,0,,0
L,Apartamentos,CENTRO,Rua Episcopal,Padrão,1700,,116,3,3,,4,1778,-22.01559,-47.89165,67,0,116,211
L,Casas,Cidade Jardim,Al ALAMEDA DAS ROSAS,Padrão,536,250,300,4,3,3,4,3500,-21.99888,-47.89571,533,0,,188.65
L,Comercial,Jardim Bandeirantes,RUA MIGUEL PETRONI,Sala,1465,,15,,1,0,,667,-22.00173,-47.9046,34,1,15,
L,Casas,Jardim Lutfalla,RUA CÉZAR RICOMI,Padrão,211,110,110,3,2,1,4,2601,-22.00494,-47.89155,956,0,,94.71
L,Apartamentos,Jardim São Carlos,Rua Treze de Maio,Padrão,1243,,65,2,2,1,3,1900,-22.01876,-47.89805,1258,0,65,69.98
L,Comercial,CENTRO,RUA EPISCOPAL,Salão,2055,,100,,2,3,,7112,-22.01209,-47.89196,214,0,,187.06
L,Casas,Vila Costa do Sol,RUA ANTÔNIO BLANCO,Padrão,150,110,110,2,1,0,2,1000,-22.00232,-47.8895,223,0,,134
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Padrão,45,,0,2,2,0,3,1400,-22.00626,-47.90108,404,0,0,66
SL,Casas,CENTRO,RUA VISCONDE DE INHAÚMA,Padrão,552,200,478.5,3,1,,3,1300,-22.01929,-47.89653,4913,0,,
SL,Casas,Jardim Hikari,RUA IMPERADOR HIROITO,Padrão,135,100,250,3,2,2,4,2900,-21.99307,-47.90218,911,0,,104.09
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Salão,2106,,60,,1,,,1500,-22.01908,-47.89425,1322,0,60,0
L,Comercial,Jardim São Carlos,Avenida Comendador Alfredo Maffei,Salão,2106,,90,,2,,,1800,-22.01908,-47.89425,1132,0,90,0
SL,Terreno,Recreio São Judas Tadeu,AV. GETÚLIO VARGAS,Padrão,0,9800,9800,,,,,15000,-22.03199,-47.89015,2049,0,,0
L,Comercial,Conjunto Habitacional Santa Angelina,Avenida João Dagnone,Sala,26,,0,,2,,,1112,-21.99686,-47.92697,1158,0,0,0
L,Comercial,Vila Monteiro (Gleba I),RUA DONA ALEXANDRINA,Sala,1525,,,,1,,,1000,-22.01218,-47.89,122,0,55,39.51
SL,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Cobertura,60,,150,3,2,2,4,1990,-22.00538,-47.90096,2758,0,,159
L,Casas,Jardim Hikari,RUA PEDRO CAVARETTE,Padrão,330,120,,3,3,2,4,1778,-21.99088,-47.89862,178,0,,74
SL,Casas,Jardim Paulistano,RUA PAULO ELIAS,Padrão,47,127,165,2,2,,3,2037,-21.99656,-47.89904,53,0,,0
L,Apartamentos,Jardim Bethânia,Rua Victor Manuel de Souza Lima,Padrão,297,,95,3,2,1,3,1725,-22.01398,-47.8999,475,0,95,140.85
L,Apartamentos,Centro,Rua Episcopal,Padrão,2474,,50,3,2,2,4,1556,-22.00847,-47.89181,370,0,50,107
L,Casas,Vila Brasília,RUA EUGÊNIO DE ANDRADE EGAS,Padrão,340,100,,3,3,2,4,1600,-21.99837,-47.88537,502,0,,42.35
L,Apartamentos,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Padrão,573,,80,3,2,1,4,1690,-22.0199,-47.91258,3031,0,80,90
L,Apartamentos,Vila Costa do Sol,Rua Francisco Pelegrino,Kitnet,175,,,1,2,1,2,889,-22.00446,-47.8805,247,1,40,0
L,Comercial,CENTRO,RUA NOVE DE JULHO,Salão,1060,,0,,3,0,,4334,-22.02046,-47.89255,390,0,0,
SL,Apartamentos,Vila Celina,Rua Professor José Ferraz Camargo,Padrão,350,,0,2,1,,2,778,-21.99393882,-47.88582624,400,0,0,0
SL,Apartamentos,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,50,2,2,1,3,667,-21.98699493,-47.92550147,1369,0,50,48
L,Apartamentos,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Padrão,573,,45,3,2,2,4,1778,-22.0199,-47.91258,650,0,45,70.13
SL,Casas,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1400,428,630,4,7,2,8,13200,-21.96299708,-47.89860964,1695,0,,699
SL,Apartamentos,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,,43,2,1,,2,612,-22.03071,-47.88303,958,0,43,35
SL,Casas,Centro,RUA SÃO SEBASTIÃO,Sobrado,1540,640,407,5,3,3,7,5600,-22.0134,-47.89562,2147,0,,1851.54
L,Apartamentos,Parque Arnold Schimidt,Rua dos Inconfidentes,Padrão,453,,45,1,1,,1,889,-21.99973,-47.89665,26,1,45,45
SL,Casas,Jardim Embaré,RUA DOM CONSTANTINO AMSTALDEN,Padrão,237,88.55,250,2,1,2,2,1334,-21.96841,-47.93271,6866,0,,40
SL,Comercial,Vila Morumbi,Rod DOMINGOS INOCENTINI,Galpão,500,,14000,,5,,,140000,-22.10989,-47.87865,1297,0,6100,0
L,Apartamentos,Vila Celina,Rua Porto Alegre,Kitnet,105,,35,1,1,1,1,613,-21.99207,-47.89059,846,0,35,25
L,Apartamentos,Vila Brasília,RUA COSTA RICA,Padrão,245,,50,2,1,,2,1040,-21.99454,-47.88091,219,0,50,87
SL,Casas,VILA MONTEIRO,RUA RUI BARBOSA,Padrão,862,149.31,192.7,3,1,,3,1556,-22.0193,-47.88662,2998,0,,103.92
L,Comercial,Jardim Cruzeiro do Sul,RUA FRANCISCO MARIGO,Loja,395,,38,0,1,0,0,778,-22.03945,-47.89088,1995,0,38,30
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Salão,2414,,1500,,6,0,,25001,-22.01973,-47.88752,525,0,0,0
L,Comercial,Centro,Rua Dom Pedro II,Salão,1330,,,,1,,,1500,-22.01485,-47.88769,1570,0,100,85
L,Comercial,Centro,Rua Dom Pedro II,Sala,1330,,100,,1,0,,1580,-22.01485,-47.88769,1163,0,100,82
SL,Comercial,Vila Prado,RUA CORONEL LEOPOLDO PRADO,Galpão,507,,1020,,3,10,,21000,-22.03494,-47.89363,2472,0,718,501.68
SL,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Cobertura,741,,177.51,3,3,2,5,4445,-22.0163599,-47.91707397,1867,0,177.51,287
SL,Terreno,Vila Celina,RUA BERNARDINO FERNANDES NUNES,Padrão,1292,0,2100,,,,,5556,-21.99297,-47.89153,1182,0,,
SL,Casas,Parque Santa Mônica,RUA OSCAR JENSEN,Padrão,33,224,700,3,2,,4,4000,-22.01024,-47.90581,1297,0,,0
L,Apartamentos,Jardim Paraíso,Rua Alice J. D Anna Juliana,Padrão,77,,55,2,1,,2,1000,-22.00586,-47.90145,3738,0,55,55
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Kitnet,152,,35,1,1,,1,556,-22.00538,-47.90163,646,0,35,0
SL,Casas,ARNOLD SCHIMIDT,RUA ALDINO DEL NERO,Padrão,222,460,990,3,1,4,3,8889,-22.00122,-47.89824,1860,0,,0
L,Apartamentos,Planalto Paraíso,Rua Manoel José Serpa,Padrão,1355,,50,1,1,,1,750,-22.00066,-47.92113,220,1,50,25
L,Casas,BELVEDERE,Rua SYLVIO CRUZ,Padrão,202,130,250,4,1,0,4,1889,-22.04015,-47.90338,259,0,,100
L,Comercial,Vila Boa Vista,RUA BENJAMIN CONSTANT,Sala,494,,45,,2,,,779,-22.02881,-47.9031,1190,0,45,0
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Sala,535,,740,,7,,,10000,-22.02152,-47.89419,710,0,740,550
L,Comercial,Centreville,RUA BENTO CARLOS,Sala,545,,150,,3,0,,6501,-22.02238,-47.89,1049,0,120,0
L,Casas,DOURADINHO,RUA JOSÉ MARTINELLI,Padrão,21,100,,3,2,2,4,1667,-22.01603,-47.85025,1728,0,,80
L,Comercial,ARNOLD SCHIMIDT,AV. TRABALHADOR SÃOCARLENSE,Sala,0,,30,,1,,,612,-22.00427,-47.89211,2285,0,30,0
L,Comercial,ARNOLD SCHIMIDT,AV. TRABALHADOR SÃOCARLENSE,Sala,0,,32,,1,,,612,-22.00427,-47.89211,1174,0,32,0
L,Casas,ARNOLD SCHIMIDT,AV. TRABALHADOR SÃOCARLENSE,Comercial,310,123.59,187.2,1,4,2,2,3334,-22.00453,-47.89232,1522,0,,145
L,Casas,Jardim Brasil,RUA MAJOR MANOEL ANTÔNIO DE MATTOS,Padrão,986,65,65,3,2,1,4,1334,-22.0201,-47.88083,260,0,,0
SL,Casas,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,800,280,480,4,4,4,7,8890,-21.96778304,-47.89259076,3026,0,,341
L,Casas,CENTRO,RUA RUI BARBOSA,Padrão,946,60,100,1,1,,1,1112,-22.01831,-47.88663,2962,0,,0
L,Apartamentos,Jardim Paraíso,Rua Conselheiro Soares Brandão,Kitnet,392,,74,1,1,1,1,686,-22.0073,-47.90304,631,1,74,0
L,Apartamentos,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,135,,64,3,1,1,3,1112,-21.98655719,-47.89429662,672,0,64,65
SL,Casas,CENTRO,RUA NOVE DE JULHO,Padrão,1771,160,160,3,2,1,3,6000,-22.01407,-47.89289,1078,0,,7000
L,Comercial,CENTRO,Avenida Doutor Carlos Botelho,Loja,1332,,,,1,,,2000,-22.01155,-47.89771,815,0,60,118.64
SL,Comercial,DOURADINHO,AV. LUCIANO EDUARDO FÉLIX,Salão,542,,187,,1,,,945,-22.01742,-47.84509,1902,0,,86.93
L,Comercial,Centro,RUA DOM PEDRO II,Sala,1330,,95,,1,,,1585,-22.01485,-47.88769,319,0,95,40.92
